,Unnamed: 0,aiddata_id,aiddata_2_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
8727,8728,50223570.0,29334657.0,2006,Spain,Colombia,29634.0,32120,Industrial development
8728,8729,50224310.0,19317490.0,2003,Italy,Brazil,32120.0,32120,Industrial development
8741,8742,50232244.0,11216409.0,1997,Japan,India,207969110.0,23020,Power generation/non-renewable sources
8748,8749,50235482.0,14328290.0,2000,Italy,India,19706.0,32120,Industrial development
8752,8753,50238177.0,20462502.0,2003,United States,India,60211.0,23020,Power generation/non-renewable sources
8764,8765,50247481.0,22555073.0,2004,Spain,Colombia,49272.0,21050,Air transport
8767,8768,50248885.0,9923117.0,1995,Germany,Thailand,5883224.0,21030,Rail transport
8786,8787,50263146.0,32429195.0,2007,United Kingdom,India,44338.0,23020,Power generation/non-renewable sources
8790,8791,50263928.0,24404571.0,2005,Norway,South Africa,136880.0,32120,Industrial development
8884,8885,50332295.0,13257030.0,1999,United States,South Africa,39160.0,21050,Air transport
8960,8961,50387157.0,10241985.0,1995,Canada,India,385.0,32120,Industrial development
9005,9006,50421222.0,19771159.0,2003,United Kingdom,India,2861882.0,32120,Industrial development
9018,9019,50429759.0,36906246.0,2008,United Kingdom,India,47580.0,23020,Power generation/non-renewable sources
9033,9034,50441531.0,18363335.0,2002,Canada,Chile,476925.0,32120,Industrial development
9138,9139,50517857.0,23083798.0,2004,Japan,India,677153332.0,21030,Rail transport
9245,9246,50599611.0,12072006.0,1998,Canada,India,4371591.0,32120,Industrial development
9297,9298,50640314.0,11148983.0,1997,Canada,Colombia,1723029.0,32120,Industrial development
9307,9308,50651724.0,36889187.0,2008,United Kingdom,Brazil,114565.0,23020,Power generation/non-renewable sources
9327,9328,50673109.0,34383567.0,2007,Australia,India,13215.0,32120,Industrial development
9374,9375,50709888.0,16411582.0,2001,Spain,Colombia,3188.0,32120,Industrial development
9409,9410,50739952.0,31904201.0,2007,Norway,South Africa,13640.0,23020,Power generation/non-renewable sources
9488,9489,50802401.0,18238045.0,2002,Spain,Colombia,2535.0,32120,Industrial development
9569,9570,50875848.0,25528539.0,2005,Spain,Brazil,15536.0,32120,Industrial development
9603,9604,50903072.0,18234481.0,2002,Spain,Chile,2535.0,32120,Industrial development
9730,9731,51001366.0,38689042.0,2008,Japan,Thailand,692722448.0,21030,Rail transport
9786,9787,51049036.0,13738779.0,1996,Norway,South Africa,104964.0,32120,Industrial development
9793,9794,51054068.0,12071870.0,1998,Canada,South Africa,2342574.0,32120,Industrial development
9823,9824,51074219.0,16688705.0,2001,United States,South Africa,4998.0,23020,Power generation/non-renewable sources
9942,9943,51167969.0,15105341.0,2000,United States,India,21721.0,21030,Rail transport
9975,9976,51186231.0,10874894.0,1997,Norway,India,1681342.0,32120,Industrial development
9989,9990,51201732.0,14406129.0,2000,Norway,South Africa,10014.0,32120,Industrial development
10200,10201,51360922.0,18474692.0,2002,United States,Brazil,35657.0,21050,Air transport
10418,10419,51518395.0,12154596.0,1998,Japan,South Africa,65416241.0,21030,Rail transport
10462,10463,51549681.0,10239929.0,1995,Canada,Colombia,1427.0,32120,Industrial development
10484,10485,51563907.0,16137930.0,2001,Switzerland,India,624443.0,32120,Industrial development
10559,10560,51625538.0,20066274.0,2003,Spain,Chile,2349.0,32120,Industrial development
10567,10568,51630799.0,16166231.0,2001,United Kingdom,India,42942.0,32120,Industrial development
10610,10611,51659826.0,24158393.0,2005,Germany,India,49994.0,32120,Industrial development
10623,10624,51669688.0,9923907.0,1995,Germany,India,24026237.0,32120,Industrial development
10626,10627,51673278.0,32009648.0,2007,Norway,India,9427.0,32120,Industrial development
10687,10688,51723023.0,21838777.0,2004,Norway,South Africa,12774.0,32120,Industrial development
10701,10702,51732576.0,14116419.0,2000,France,South Africa,1034209.0,21030,Rail transport
10709,10710,51738419.0,22670539.0,2004,Canada,Brazil,156850.0,32120,Industrial development
10819,10820,51824459.0,36986765.0,2008,Finland,India,59744.0,32120,Industrial development
10862,10863,51855159.0,18474552.0,2002,United States,Brazil,1230.0,23020,Power generation/non-renewable sources
10875,10876,51864081.0,21626754.0,2004,Germany,Thailand,260283.0,32120,Industrial development
10897,10898,51876190.0,36152797.0,2008,Italy,Brazil,14430.0,32120,Industrial development
11145,11146,52067052.0,11149425.0,1997,Canada,India,4822052.0,32120,Industrial development
11186,11187,52090375.0,9873539.0,1995,France,Chile,2782715.0,21030,Rail transport
11305,11306,52167823.0,21914290.0,2004,Norway,India,14051.0,32120,Industrial development
11393,11394,52230522.0,14424056.0,2000,Norway,India,222538.0,32120,Industrial development
11535,11536,52343803.0,24208422.0,2005,Germany,Thailand,26908.0,32120,Industrial development
11745,11746,52490204.0,16463774.0,2001,Canada,Colombia,1625841.0,32120,Industrial development
11758,11759,52500020.0,23165486.0,2004,Australia,India,177067.0,32120,Industrial development
11815,11816,52534977.0,13531816.0,1996,Belgium,Colombia,335550.0,32120,Industrial development
11900,11901,52596031.0,38689098.0,2008,Japan,Thailand,53889705.0,21030,Rail transport
11936,11937,52618143.0,13536014.0,1996,Belgium,Colombia,101572.0,32120,Industrial development
11952,11953,52633523.0,36286898.0,2008,Norway,South Africa,13216.0,32120,Industrial development
12203,12204,52821412.0,10332754.0,1995,Australia,South Africa,91287.0,32120,Industrial development
12207,12208,52823635.0,33780264.0,2007,United States,Colombia,282018.0,32120,Industrial development
12477,12478,53044194.0,22936188.0,2004,United States,Thailand,4685.0,21050,Air transport
12793,12794,53279744.0,13760541.0,1996,Norway,India,34288.0,32120,Industrial development
12797,12798,53282508.0,11384781.0,1998,France,Brazil,685093.0,21030,Rail transport
12939,12940,53387774.0,18474622.0,2002,United States,Brazil,1230.0,23020,Power generation/non-renewable sources
13082,13083,53500215.0,13787398.0,1996,Sweden,Thailand,1939.0,32120,Industrial development
13305,13306,53667425.0,9854610.0,1995,Denmark,South Africa,1160740.0,32120,Industrial development
13606,13607,53902566.0,37626317.0,2008,Spain,Thailand,32435.0,32120,Industrial development
13629,13630,53922136.0,24497623.0,2005,Norway,India,15244.0,32120,Industrial development
13669,13670,53950993.0,18414285.0,2002,United States,South Africa,656573.0,23020,Power generation/non-renewable sources
13694,13695,53968357.0,37503936.0,2008,Spain,Chile,19986.0,32120,Industrial development
13744,13745,54001400.0,15105501.0,2000,United States,Brazil,255536.0,21030,Rail transport
13774,13775,54026636.0,17933107.0,2002,United Kingdom,India,6666490.0,32120,Industrial development
13801,13802,54042869.0,13628816.0,1996,Germany,India,51729214.0,23020,Power generation/non-renewable sources
13830,13831,54062690.0,13135758.0,1999,Canada,Colombia,413402.0,32120,Industrial development
13855,13856,54084205.0,36905334.0,2008,United Kingdom,India,96929.0,23020,Power generation/non-renewable sources
13930,13931,54153517.0,28388776.0,2006,Norway,India,15108.0,32120,Industrial development
13931,13932,54154413.0,37612461.0,2008,Spain,India,33458.0,32120,Industrial development
13936,13937,54158609.0,12699901.0,1999,Norway,India,322.0,23020,Power generation/non-renewable sources
13963,13964,54179348.0,12633066.0,1999,Netherlands,South Africa,804145.0,32120,Industrial development
14050,14051,54241669.0,32429954.0,2007,United Kingdom,India,7631.0,23020,Power generation/non-renewable sources
14137,14138,54301747.0,10341542.0,1995,Australia,India,127458.0,21030,Rail transport
14200,14201,54348546.0,26039653.0,2005,United States,Chile,406957.0,21050,Air transport
14492,14493,54563103.0,16463179.0,2001,Canada,Thailand,4314483.0,32120,Industrial development
14569,14570,54624840.0,14718995.0,2000,United Kingdom,India,2888798.0,21030,Rail transport
14570,14571,54625230.0,32381579.0,2007,United Kingdom,South Africa,46339.0,23020,Power generation/non-renewable sources
14735,14736,54737624.0,16412011.0,2001,Spain,Chile,6057.0,32120,Industrial development
14883,14884,54841450.0,16463214.0,2001,Canada,Brazil,3056684.0,32120,Industrial development
15206,15207,55097276.0,22548570.0,2004,Spain,Chile,1945.0,32120,Industrial development
15257,15258,55135387.0,26128549.0,2005,United States,India,159836.0,32120,Industrial development
15388,15389,55219343.0,16697010.0,2001,United States,Thailand,18742.0,21030,Rail transport
15440,15441,55254756.0,13760505.0,1996,Norway,India,130156.0,32120,Industrial development
15487,15488,55288264.0,33292640.0,2007,Spain,India,13311.0,32120,Industrial development
15523,15524,55320209.0,28386853.0,2006,Norway,India,43596.0,32120,Industrial development
15530,15531,55328335.0,21914028.0,2004,Norway,India,14051.0,32120,Industrial development
15615,15616,55382870.0,30145875.0,2006,Japan,India,174266444.0,21030,Rail transport
15685,15686,55430280.0,25802881.0,2005,Canada,India,108962.0,32120,Industrial development
15886,15887,55580669.0,14717077.0,2000,United Kingdom,India,18669.0,23020,Power generat./non-renewable sources
16021,16022,55677552.0,10660614.0,1997,France,India,12699416.0,32120,Industrial development
16048,16049,55700112.0,33295194.0,2007,Spain,India,14358.0,32120,Industrial development
16104,16105,55744512.0,20072226.0,2003,Spain,Colombia,2118.0,32120,Industrial development
16105,16106,55744980.0,16697045.0,2001,United States,Thailand,4998.0,21050,Air transport
16171,16172,55802391.0,21915540.0,2004,Norway,India,30658.0,32120,Industrial development
16254,16255,55872670.0,20462274.0,2003,United States,India,149322.0,32120,Industrial development
16255,16256,55873565.0,15105437.0,2000,United States,Colombia,31942.0,21030,Rail transport
16275,16276,55894465.0,11114990.0,1997,Spain,Chile,623877.0,32120,Industrial development
16471,16472,56044401.0,14891763.0,2000,Spain,Brazil,2656.0,32120,Industrial development
16562,16563,56111755.0,16691716.0,2001,United States,Chile,277377.0,21050,Air transport
16583,16584,56127087.0,14993284.0,2000,Canada,South Africa,2185159.0,32120,Industrial development
16683,16684,56202781.0,11850222.0,1998,Switzerland,India,2971455.0,32120,Industrial development
16866,16867,56352769.0,38628868.0,2008,Japan,India,6827384.0,21030,Rail transport
16928,16929,56395315.0,14994168.0,2000,Canada,Colombia,1083517.0,32120,Industrial development
17042,17043,56497911.0,21914419.0,2004,Norway,India,14051.0,32120,Industrial development
17126,17127,56581584.0,14731444.0,2000,United Kingdom,India,83131.0,21030,Rail transport
17170,17171,56619581.0,18414483.0,2002,United States,South Africa,265580.0,32120,Industrial development
17195,17196,56636938.0,20221297.0,2003,Canada,India,138415.0,32120,Industrial development
17200,17201,56644097.0,28280180.0,2006,Norway,South Africa,12086.0,21030,Rail transport
17276,17277,56688415.0,10731775.0,1997,Germany,India,146832206.0,21030,Rail transport
17363,17364,56759845.0,18557380.0,2002,Japan,Thailand,371418797.0,21050,Air transport
17489,17490,56857752.0,33293025.0,2007,Spain,India,43327.0,32120,Industrial development
17512,17513,56879460.0,21914462.0,2004,Norway,India,14051.0,32120,Industrial development
17606,17607,56957177.0,9806178.0,1995,Belgium,Brazil,366839.0,32120,Industrial development
17613,17614,56961387.0,9867278.0,1995,Denmark,India,416860.0,32120,Industrial development
17811,17812,57110530.0,25801809.0,2005,Canada,India,424256.0,32120,Industrial development
17850,17851,57144667.0,18414516.0,2002,United States,South Africa,4918.0,32120,Industrial development
17883,17884,57170807.0,13073386.0,1999,Spain,Colombia,237468.0,32120,Industrial development
18059,18060,57289077.0,11123225.0,1997,Spain,Brazil,106144.0,32120,Industrial development
18123,18124,57336456.0,14892022.0,2000,Spain,Chile,7210.0,32120,Industrial development
18163,18164,57365402.0,29912564.0,2006,United States,India,93339.0,23020,Power generat./non-renewable sources
18166,18167,57367350.0,13566730.0,1996,France,India,3693862.0,23020,Power generation/non-renewable sources
18211,18212,57395967.0,36986874.0,2008,Finland,India,175782.0,32120,Industrial development
18274,18275,57435929.0,38628585.0,2008,Japan,India,231437571.0,21030,Rail transport
18360,18361,57508603.0,24405937.0,2005,Norway,South Africa,9381.0,32120,Industrial development
18598,18599,57699799.0,16410625.0,2001,Spain,Colombia,4958.0,32120,Industrial development
18661,18662,57740020.0,20654115.0,2003,Japan,India,383159954.0,21030,Rail transport
18855,18856,57885711.0,18414252.0,2002,United States,South Africa,212710.0,32120,Industrial development
18902,18903,57922428.0,10609714.0,1997,Belgium,Brazil,27871.0,32120,Industrial development
18926,18927,57939595.0,22548611.0,2004,Spain,Chile,3420.0,32120,Industrial development
19003,19004,57994552.0,26169777.0,2005,United States,Thailand,141698.0,32120,Industrial development
19020,19021,58010465.0,16688635.0,2001,United States,South Africa,363588.0,21050,Air transport
19055,19056,58026339.0,32008247.0,2007,Norway,India,71464.0,32120,Industrial development
19090,19091,58046376.0,9967732.0,1995,Netherlands,India,2880801.0,32120,Industrial development
19180,19181,58117427.0,15105277.0,2000,United States,India,145655.0,21030,Rail transport
19212,19213,58138833.0,11575430.0,1998,Netherlands,India,350048.0,32120,Industrial development
19233,19234,58151010.0,11216455.0,1997,Japan,India,154898525.0,21030,Rail transport
19303,19304,58205700.0,20697433.0,2003,Japan,Thailand,143972.0,32120,Industrial development
19321,19322,58219629.0,20654239.0,2003,Japan,India,414241288.0,23020,Power generation/non-renewable sources
19374,19375,58262182.0,11695951.0,1998,Norway,South Africa,10289729.0,32120,Industrial development
19411,19412,58291540.0,22690321.0,2004,Canada,Thailand,179599.0,32120,Industrial development
19685,19686,58488366.0,14115927.0,2000,France,Brazil,146014.0,21030,Rail transport
19815,19816,58584565.0,24406058.0,2005,Norway,South Africa,14071.0,32120,Industrial development
19826,19827,58591191.0,14995018.0,2000,Canada,Thailand,2854780.0,32120,Industrial development
19850,19851,58603955.0,26128868.0,2005,United States,India,4534.0,21050,Air transport
19855,19856,58607769.0,11377997.0,1998,Denmark,India,672147.0,32120,Industrial development
19885,19886,58633329.0,9929154.0,1995,Germany,India,120131.0,32120,Industrial development
19899,19900,58646283.0,20066182.0,2003,Spain,Chile,4134.0,32120,Industrial development
20077,20078,58772327.0,25529701.0,2005,Spain,Brazil,17889.0,32120,Industrial development
20175,20176,58839928.0,11221849.0,1997,Japan,India,358396986.0,23020,Power generation/non-renewable sources
20242,20243,58895349.0,21914333.0,2004,Norway,India,14051.0,32120,Industrial development
20253,20254,58905613.0,17286168.0,2002,France,Thailand,638493.0,21050,Air transport
20463,20464,59058161.0,28387221.0,2006,Norway,India,16834.0,32120,Industrial development
20499,20500,59085049.0,10336413.0,1995,Australia,India,602840.0,32120,Industrial development
20595,20596,59138988.0,24405777.0,2005,Norway,South Africa,10430.0,32120,Industrial development
20678,20679,59197574.0,21838569.0,2004,Norway,South Africa,1021922.0,32120,Industrial development
20760,20761,59255925.0,12420093.0,1999,France,Korea,22092.0,21030,Rail transport
20806,20807,59287287.0,25533721.0,2005,Spain,Brazil,11356.0,32120,Industrial development
20935,20936,59378493.0,32009386.0,2007,Norway,India,4315.0,32120,Industrial development
20945,20946,59384984.0,13136132.0,1999,Canada,India,1938711.0,32120,Industrial development
20954,20955,59392334.0,10069132.0,1995,Sweden,Chile,322543.0,32120,Industrial development
20969,20970,59407863.0,35500918.0,2008,France,Chile,859097.0,21050,Air transport
21039,21040,59475417.0,20701023.0,2003,Japan,Thailand,139914.0,21030,Rail transport
21195,21196,59596253.0,14994100.0,2000,Canada,Brazil,1367007.0,32120,Industrial development
21218,21219,59614091.0,29834189.0,2006,United States,Colombia,658862.0,32120,Industrial development
21335,21336,59703147.0,10323249.0,1995,Japan,India,90903368.0,23020,Power generation/non-renewable sources
21406,21407,59754197.0,36014949.0,2008,Germany,Thailand,40545.0,32120,Industrial development
21817,21818,60052272.0,20202208.0,2003,Canada,Chile,210094.0,32120,Industrial development
21899,21900,60109689.0,30145555.0,2006,Japan,India,522846115.0,21030,Rail transport
21910,21911,60118911.0,12337985.0,1999,France,Chile,919592.0,21030,Rail transport
21915,21916,60121441.0,12157147.0,1998,Japan,Thailand,118169242.0,32120,Industrial development
21943,21944,60138871.0,26168616.0,2005,United States,Thailand,756102.0,32120,Industrial development
22090,22091,60248152.0,13167542.0,1999,Canada,Colombia,24356.0,32120,Industrial development
22464,22465,60562706.0,9790169.0,1995,Belgium,Chile,60078.0,32120,Industrial development
22469,22470,60569283.0,29441741.0,2006,Spain,India,7648.0,32120,Industrial development
22542,22543,60622430.0,18476183.0,2002,United States,Colombia,129101.0,21050,Air transport
22568,22569,60640900.0,16727245.0,2001,Japan,India,132921978.0,23020,Power generation/non-renewable sources
22578,22579,60648942.0,18414417.0,2002,United States,South Africa,298777.0,32120,Industrial development
22585,22586,60654735.0,10907794.0,1997,Sweden,South Africa,70117.0,32120,Industrial development
22639,22640,60696252.0,13283391.0,1999,Japan,Thailand,20494936.0,21050,Air transport
22644,22645,60700959.0,16217922.0,2001,Finland,India,10934.0,32120,Industrial development
22683,22684,60730287.0,36395812.0,2008,Norway,India,36987.0,32120,Industrial development
22726,22727,60764745.0,13177422.0,1999,Canada,Brazil,9205.0,32120,Industrial development
22745,22746,60777435.0,18238093.0,2002,Spain,Colombia,3489.0,32120,Industrial development
22848,22849,60844537.0,13789923.0,1996,Sweden,Chile,180283.0,32120,Industrial development
23140,23141,61059747.0,19519541.0,2003,Norway,India,211829.0,32120,Industrial development
23166,23167,61082198.0,10212347.0,1995,Canada,South Africa,2644331.0,32120,Industrial development
23266,23267,61157176.0,11545202.0,1998,Italy,Brazil,5654.0,32120,Industrial development
23311,23312,61192311.0,26077883.0,2005,United States,Saudi Arabia,386553.0,21030,Rail transport
23391,23392,61243683.0,16410691.0,2001,Spain,Brazil,13074.0,32120,Industrial development
23500,23501,61332735.0,28062847.0,2006,Germany,Thailand,125465.0,32120,Industrial development
23579,23580,61386645.0,31902311.0,2007,Norway,South Africa,14664.0,32120,Industrial development
23584,23585,61390381.0,18551272.0,2002,Japan,India,304188064.0,23020,Power generation/non-renewable sources
23697,23698,61490548.0,18522045.0,2002,United States,Thailand,435256.0,32120,Industrial development
23764,23765,61539743.0,21838651.0,2004,Norway,South Africa,5110.0,32120,Industrial development
23783,23784,61552231.0,29912524.0,2006,United States,India,109810.0,23020,Power generat./non-renewable sources
23832,23833,61587194.0,16426574.0,2001,Spain,Colombia,101859.0,32120,Industrial development
23887,23888,61635898.0,10181365.0,1995,United Kingdom,India,1716658.0,32120,Industrial development
23927,23928,61667710.0,14404733.0,2000,Norway,South Africa,125178.0,32120,Industrial development
23990,23991,61714646.0,32008159.0,2007,Norway,India,100865.0,32120,Industrial development
24038,24039,61756482.0,11874278.0,1998,United Kingdom,India,2135309.0,23020,Power generation/non-renewable sources
24049,24050,61764230.0,37873996.0,2008,United States,South Africa,1837.0,23020,Power generation/non-renewable sources
24051,24052,61764656.0,19163546.0,2003,France,India,822509.0,23020,Power generation/non-renewable sources
24177,24178,61863282.0,16697360.0,2001,United States,Thailand,3748.0,32120,Industrial development
24224,24225,61903074.0,22905959.0,2004,United States,India,29281.0,23020,Power generation/non-renewable sources
24286,24287,61947689.0,19163504.0,2003,France,India,798553.0,21050,Air transport
24317,24318,61970440.0,13925147.0,1996,Canada,Brazil,1453866.0,32120,Industrial development
24399,24400,62044389.0,13283281.0,1999,Japan,Thailand,683107813.0,21030,Rail transport
24424,24425,62064705.0,23127383.0,2004,Japan,Thailand,512204554.0,21050,Air transport
24584,24585,62190614.0,18238142.0,2002,Spain,Colombia,1928.0,32120,Industrial development
24621,24622,62211605.0,28390920.0,2006,Norway,India,55251.0,32120,Industrial development
24707,24708,62285472.0,10489900.0,1996,Japan,Thailand,211139.0,32120,Industrial development
24746,24747,62311536.0,22554044.0,2004,Spain,Colombia,3420.0,32120,Industrial development
24790,24791,62348217.0,11522493.0,1998,Italy,Colombia,116855.0,32120,Industrial development
24824,24825,62370875.0,11575471.0,1998,Netherlands,India,165856.0,32120,Industrial development
24954,24955,62480683.0,18557430.0,2002,Japan,Thailand,13718524.0,21050,Air transport
25051,25052,62557004.0,18332237.0,2002,Canada,South Africa,3454309.0,32120,Industrial development
25337,25338,62765460.0,36284468.0,2008,Norway,South Africa,33607.0,32120,Industrial development
25339,25340,62765809.0,26127043.0,2005,United States,India,1133586.0,23020,Power generation/non-renewable sources
25354,25355,62784703.0,13135690.0,1999,Canada,Brazil,812073.0,32120,Industrial development
25375,25376,62812902.0,21838610.0,2004,Norway,South Africa,71075.0,32120,Industrial development
25513,25514,62914214.0,19808867.0,2003,Finland,India,66605.0,32120,Industrial development
25658,25659,63011986.0,10969867.0,1997,Switzerland,India,18578718.0,32120,Industrial development
25680,25681,63026225.0,36286254.0,2008,Norway,South Africa,13216.0,32120,Industrial development
25738,25739,63061441.0,10150722.0,1995,Switzerland,India,2642234.0,32120,Industrial development
25865,25866,63173374.0,13257061.0,1999,United States,Thailand,100511.0,21050,Air transport
25945,25946,63237715.0,16697080.0,2001,United States,Thailand,312361.0,21050,Air transport
25990,25991,63271591.0,22935497.0,2004,United States,Thailand,620755.0,21050,Air transport
26011,26012,63288283.0,16727299.0,2001,Japan,India,73382873.0,21030,Rail transport
26178,26179,63410085.0,38628812.0,2008,Japan,India,19704955.0,21030,Rail transport
26245,26246,63457497.0,29329448.0,2006,Spain,Chile,15797.0,32120,Industrial development
26308,26309,63512683.0,18476253.0,2002,United States,Colombia,93445.0,32120,Industrial development
26550,26551,63687098.0,18414153.0,2002,United States,South Africa,816412.0,32120,Industrial development
26675,26676,63780487.0,12162779.0,1998,Australia,India,443173.0,21030,Rail transport
26815,26816,63885068.0,20607945.0,2003,Japan,Brazil,64543.0,21050,Air transport
26821,26822,63888139.0,24498101.0,2005,Norway,India,10868.0,32120,Industrial development
26825,26826,63892058.0,20159764.0,2003,Canada,South Africa,3506.0,32120,Industrial development
26831,26832,63897183.0,16691821.0,2001,United States,Colombia,122446.0,21030,Rail transport
26961,26962,63997594.0,15904777.0,2001,Norway,South Africa,1066400.0,32120,Industrial development
27163,27164,64140532.0,29911004.0,2006,United States,India,164715.0,32120,Industrial development
27191,27192,64161260.0,13925215.0,1996,Canada,Colombia,1759943.0,32120,Industrial development
27220,27221,64180096.0,11129965.0,1997,Canada,South Africa,6934622.0,32120,Industrial development
27347,27348,64296434.0,9957964.0,1995,Netherlands,Colombia,795069.0,32120,Industrial development
27401,27402,64339439.0,13283336.0,1999,Japan,Thailand,335385218.0,21050,Air transport
27440,27441,64366354.0,29654609.0,2006,United States,South Africa,10981.0,23020,Power generation/non-renewable sources
27582,27583,64461130.0,10660659.0,1997,France,India,13311757.0,21030,Rail transport
27704,27705,64547702.0,20612148.0,2003,Japan,Colombia,23.0,21050,Air transport
27742,27743,64577017.0,21836467.0,2004,Norway,South Africa,14353.0,32120,Industrial development
27745,27746,64579819.0,25003599.0,2005,Finland,India,3769729.0,32120,Industrial development
27896,27897,64699746.0,26126464.0,2005,United States,India,3401.0,32120,Industrial development
28018,28019,64793471.0,10051037.0,1995,Norway,India,6017960.0,32120,Industrial development
28055,28056,64822575.0,11384037.0,1998,France,India,131749.0,32120,Industrial development
28144,28145,64888860.0,14771141.0,2000,United Kingdom,South Africa,9584808.0,32120,Industrial development
28176,28177,64918360.0,29597145.0,2006,Canada,India,146862.0,32120,Industrial development
28212,28213,64947482.0,31901560.0,2007,Norway,South Africa,4190.0,32120,Industrial development
28218,28219,64953894.0,10493279.0,1996,Japan,Thailand,318270344.0,21050,Air transport
28270,28271,64994650.0,14162791.0,2000,France,India,17047.0,21030,Rail transport
28292,28293,65012506.0,20738717.0,2003,Australia,India,47290.0,32120,Industrial development
28305,28306,65019507.0,38297700.0,2008,United States,India,52199.0,32120,Industrial development
28313,28314,65024023.0,10191442.0,1995,Canada,Thailand,11417.0,32120,Industrial development
28401,28402,65090288.0,13259105.0,1999,United States,Chile,417707.0,32120,Industrial development
28569,28570,65228942.0,18980034.0,2003,Belgium,Chile,213082.0,32120,Industrial development
28617,28618,65258793.0,35937410.0,2008,Germany,India,2862644.0,32120,Industrial development
28636,28637,65274390.0,9968251.0,1995,Netherlands,India,4761582.0,32120,Industrial development
28670,28671,65300004.0,20269194.0,2003,United States,South Africa,12042.0,32120,Industrial development
28689,28690,65312722.0,12071496.0,1998,Canada,Brazil,1175098.0,32120,Industrial development
28711,28712,65325598.0,14892133.0,2000,Spain,Chile,6311.0,32120,Industrial development
28895,28896,65444385.0,11220758.0,1997,Japan,Thailand,2529170.0,21030,Rail transport
29010,29011,65523229.0,13790081.0,1996,Sweden,Chile,581557.0,32120,Industrial development
29159,29160,65640764.0,18474657.0,2002,United States,Brazil,120495.0,21050,Air transport
29173,29174,65649433.0,11409118.0,1998,France,India,131021.0,32120,Industrial development
29210,29211,65677282.0,10213197.0,1995,Canada,Brazil,940207.0,32120,Industrial development
29280,29281,65732123.0,22555568.0,2004,Spain,Colombia,48619.0,32120,Industrial development
29305,29306,65750721.0,14994644.0,2000,Canada,India,2671256.0,32120,Industrial development
29485,29486,65874288.0,11221993.0,1997,Japan,India,23213790.0,32120,Industrial development
29537,29538,65921806.0,21488328.0,2004,Germany,South Africa,79427.0,32120,Industrial development
29679,29680,66019407.0,22549883.0,2004,Spain,Chile,7632.0,32120,Industrial development
29750,29751,66067930.0,24406100.0,2005,Norway,South Africa,14071.0,32120,Industrial development
29819,29820,66124066.0,11058855.0,1997,Spain,Colombia,487013.0,32120,Industrial development
29850,29851,66156564.0,20069737.0,2003,Spain,Colombia,1214.0,32120,Industrial development
29923,29924,66212454.0,10213639.0,1995,Canada,India,4035053.0,32120,Industrial development
30013,30014,66284846.0,11315225.0,1998,Belgium,India,88697.0,32120,Industrial development
30060,30061,66319941.0,36284270.0,2008,Norway,South Africa,13216.0,32120,Industrial development
30074,30075,66330007.0,31644238.0,2007,Germany,India,1422090.0,32120,Industrial development
30119,30120,66367955.0,11991323.0,1998,Spain,Chile,13815.0,32120,Industrial development
30123,30124,66373169.0,12316170.0,1999,Belgium,Thailand,320246.0,32120,Industrial development
30191,30192,66429869.0,25788609.0,2005,Canada,Brazil,178512.0,32120,Industrial development
30292,30293,66510145.0,13072638.0,1999,Spain,Chile,231983.0,32120,Industrial development
30391,30392,66584545.0,13834031.0,1996,Switzerland,India,1222172.0,32120,Industrial development
30474,30475,66658010.0,33446907.0,2007,Canada,India,372064.0,32120,Industrial development
30504,30505,66678072.0,11222041.0,1997,Japan,India,41579130.0,32120,Industrial development
30585,30586,66738793.0,22907980.0,2004,United States,India,484891.0,23020,Power generation/non-renewable sources
30688,30689,66819826.0,32007017.0,2007,Norway,India,12710.0,32120,Industrial development
30698,30699,66827167.0,17574286.0,2002,Norway,South Africa,50380.0,32120,Industrial development
30772,30773,66879559.0,16694484.0,2001,United States,India,563499.0,21050,Air transport
30889,30890,66962324.0,9776096.0,1995,Belgium,Thailand,1821.0,32120,Industrial development
30900,30901,66972743.0,16411483.0,2001,Spain,Brazil,2549.0,32120,Industrial development
30921,30922,66985225.0,29831363.0,2006,United States,Brazil,464498.0,32120,Industrial development
30989,30990,67044117.0,11162891.0,1997,Canada,Brazil,110976.0,32120,Industrial development
31012,31013,67057142.0,17679957.0,2002,Norway,India,58472.0,32120,Industrial development
31064,31065,67105464.0,16694694.0,2001,United States,India,178671.0,23020,Power generation/non-renewable sources
31136,31137,67164221.0,12071734.0,1998,Canada,Chile,1418634.0,32120,Industrial development
31198,31199,67206023.0,20654931.0,2003,Japan,India,23332.0,32120,Industrial development
31367,31368,67337650.0,29834227.0,2006,United States,Colombia,8785.0,32120,Industrial development
31494,31495,67416256.0,12007902.0,1998,Spain,Colombia,93102.0,32120,Industrial development
31579,31580,67480994.0,22857765.0,2004,United States,Brazil,220192.0,32120,Industrial development
31616,31617,67511913.0,9860131.0,1995,Denmark,South Africa,4770.0,32120,Industrial development
31656,31657,67541275.0,11148167.0,1997,Canada,South Africa,1819412.0,32120,Industrial development
31733,31734,67599851.0,28386257.0,2006,Norway,India,15539.0,32120,Industrial development
31746,31747,67606927.0,15105565.0,2000,United States,Brazil,5111.0,21030,Rail transport
31782,31783,67639795.0,18565840.0,2002,Australia,India,149424.0,32120,Industrial development
31803,31804,67656642.0,28161512.0,2006,Italy,Colombia,17588.0,32120,Industrial development
